股票简称,股票代码,最新价,涨跌幅,PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业
派生科技,300176,6.46,-2.86,65.98,160.97,2.66,6.9996,2.01,22.35,汽车行业
中海达,300177,9.12,-0.44,59.14,79.01,2.97,0.4855,3.47,-39.45,通讯行业
佐力药业,300181,7.83,1.69,39.17,53.66,2.72,0.088,3.85,14.56,医药制造
通裕重工,300185,2.97,-0.34,27.58,30.35,1.75,0.4528,1.93,14.32,机械行业
美亚柏科,300188,16.98,-0.41,35.34,36.57,4.22,1.2651,5.64,46.26,软件服务
维尔利,300190,6.77,0.3,14.48,14.81,1.22,1.2254,1.58,19.47,环保工程
科德教育,300192,11.5,0.17,27.44,29.87,3.66,0.7477,3.83,36.66,文化传媒
节能铁汉,300197,2.99,-1.32,84.09,143.52,1.29,15.8972,1.9,15.28,园林工程
纳川股份,300198,3.9,-1.02,90.47,83.43,2.77,1.9559,4.33,51.09,水泥建材
高盟新材,300200,9.72,0.41,16.83,17.81,2.25,0.645,3.87,15.6,材料行业
*ST聚龙,300202,5.06,0.4,59.63,58.24,1.71,1.2584,5.09,12.74,专用设备
理邦仪器,300206,17.09,-0.06,14.28,15.22,5.24,0.0362,4.03,14.91,医疗行业
欣旺达,300207,34.75,14.69,52.94,68.2,7.82,7.0109,1.69,89.42,通讯行业
森远股份,300210,3.69,-0.81,15.17,14.37,1.78,0.1929,5.12,9.14,专用设备
亿通科技,300211,9.85,3.47,272.87,322.98,6.47,6.9164,33.1,132.74,通讯行业
易华录,300212,25.9,0.62,24.4,24.54,4.18,0.1473,6.07,-1760.87,软件服务
日科化学,300214,7.18,1.27,16.18,14.77,1.59,1.1516,1.3,8.05,塑胶制品
东方电热,300217,3.16,3.95,46.17,66.59,1.95,0.5089,1.59,-26.12,机械行业
鸿利智汇,300219,9.5,0.21,46.87,72.48,3.4,0.4111,1.98,24.17,电子元件
银禧科技,300221,7.84,5.38,25.19,34.92,3.14,0.013,1.91,33.42,塑胶制品
北京君正,300223,88.53,3.51,229.24,567.19,4.98,2.0419,13.05,76.18,电子元件
正海磁材,300224,11.3,-0.44,62.39,69.67,3.49,1.1637,4.16,43.12,材料行业
金力泰,300225,17.17,-5.14,74.38,92.02,8.1,0.2804,8.32,-173.25,化工行业
上海钢联,300226,62.94,-0.38,52.98,55.46,8.53,2.2888,0.19,-14.44,电子信息
光韵达,300227,9.38,-0.53,34.53,35.91,3.36,0.3107,5.06,84.52,电子元件
富瑞特装,300228,6.93,-0.29,51.49,55.84,2.06,1.6106,2.17,17.63,机械行业
拓尔思,300229,9.75,0.93,21.63,21.9,3.21,0.1215,5.28,39.14,软件服务
银信科技,300231,7.77,-0.26,20.81,21.12,2.52,0.9906,1.38,-130.55,软件服务
开尔新材,300234,8.28,-5.26,267.29,56.48,4.68,7.6721,9.28,86.23,材料行业
上海新阳,300236,42.89,0.89,50.35,48.99,3.54,0.5888,17.38,70.32,材料行业
美晨生态,300237,2.46,-1.2,72.02,69,1.14,1.7204,1.11,-21.24,园林工程
冠昊生物,300238,21.4,-2.64,106.48,121.78,7.59,9.1914,12.02,37.82,医疗行业
飞力达,300240,5.98,-0.99,77.55,-,1.82,2.069,0.5,14.28,交运物流
瑞丰光电,300241,6.35,-0.16,76.49,88.39,3.37,1.3511,3.24,47.48,电子元件
瑞丰高材,300243,12.96,-0.99,28.54,35.28,3.87,1.7777,2.01,53.9,化工行业
迪安诊断,300244,39.89,1.01,21.81,30.82,4.84,0.1853,2.07,17,医药制造
天玑科技,300245,8.26,0.36,64.79,66.41,1.74,2.7886,5.17,36.72,软件服务
宝莱特,300246,19.44,-1.42,8.6,8.2,3.2,0.0185,2.01,7.37,医疗行业
新开普,300248,9.38,-1.16,27.65,24.81,2.57,1.7077,4.75,20.57,软件服务
光线传媒,300251,12.32,-0.32,78.57,124.18,3.91,0.382,30.82,97,文化传媒
卫宁健康,300253,15.38,0.52,66.72,67.07,7.21,1.9206,14.12,81.12,软件服务
常山药业,300255,7.01,-0.43,24.04,25.92,2.25,1.832,2.45,33.1,医药制造
开山股份,300257,14.93,-0.93,51.94,57.95,3.07,0.7566,4.56,59.34,机械行业
新天科技,300259,4.34,1.64,12.03,13.45,1.95,0.2958,4.02,19.97,仪器仪表
新莱应材,300260,17.58,3.72,38.32,48.24,3.48,1.099,2.69,33.46,材料行业
雅本化学,300261,4.97,-0.2,30.83,29.73,2.28,0.3026,2.32,211.56,农药兽药
隆华科技,300263,6.21,-0.32,24.66,25.54,2.08,0.8608,2.95,24.73,机械行业
通光线缆,300265,8.77,0.57,45.38,54,2.46,0.272,2.08,146.89,输配电气
尔康制药,300267,3.91,-0.76,34.52,39.88,1.38,1.2052,3.47,20.03,医药制造
和佳医疗,300273,6.35,-1.24,41.29,80.45,1.92,0.5465,4.71,24.03,医疗行业
阳光电源,300274,85.8,-2.84,57.3,63.96,11.5,0.378,6.01,80.88,输配电气
梅安森,300275,8.48,-0.47,58.32,58.93,2.3,30.9606,5.51,453.19,仪器仪表
海联讯,300277,8.1,0.25,114.71,108.89,5.58,0.6045,7.82,66.53,软件服务
和晶科技,300279,7.11,6.76,209.98,635.46,3.49,8.0923,1.62,-28.99,电子信息
紫天科技,300280,40.51,-0.69,14.99,21.78,3.19,0.1646,3.87,25.69,文化传媒
金明精机,300281,5.48,-0.54,53.03,62.33,1.8,1.4643,5.26,41.34,机械行业
温州宏丰,300283,5.25,2.74,42.73,65.69,2.96,1.008,1.13,-20.75,材料行业
国瓷材料,300285,50.97,2.56,79.36,89.16,9.88,5.267,19.12,79.23,化工行业
安科瑞,300286,15.06,-0.46,24.29,26.66,3.81,3.6902,4.02,226.29,输配电气
荣科科技,300290,4.9,-0.61,32,38.85,2.28,0.2299,3.75,29.97,软件服务
富春股份,300299,5.3,3.31,110.87,99.79,7.96,14.6354,7.76,95.56,电子信息
同有科技,300302,9.21,0.88,88.04,120.54,3.17,0.1983,11.84,-1126.54,软件服务
云意电气,300304,5.12,0.99,20.77,22.44,2.02,0.3735,4.72,56.16,汽车行业
裕兴股份,300305,11.55,-0.77,17.23,21.35,1.92,0.1826,3.02,50.93,材料行业
中际旭创,300308,41.36,1.45,34.9,34.07,3.66,0.4445,4.1,126.98,通讯行业
任子行,300311,5.42,-0.55,89.28,213.76,4.15,9.0971,4.16,17.4,软件服务
ST天山,300313,6.84,-6.3,310.73,508.26,14.04,24.9734,15.88,103.7,农牧饲渔
戴维医疗,300314,16.46,0.55,33.02,34.81,5.08,0.3009,9.92,42.9,医疗行业
晶盛机电,300316,43.42,3.68,55.52,65.05,10.09,1.2876,13.93,107.39,机械行业
珈伟新能,300317,6.14,6.78,94.57,169.12,2.59,30.8104,5.92,15.52,电子元件
博晖创新,300318,8.13,0.62,633.35,885.05,5.15,1.4907,8.76,127.69,医疗行业
华灿光电,300323,9.64,2.44,194.12,655.49,1.9,45.9796,4.12,334.58,电子元件
中颖电子,300327,60.6,5.54,72.96,81.85,15.16,6.887,15.35,70.05,电子元件
华虹计通,300330,9.62,-3.7,214.78,279.91,4.28,13.8763,4.22,-247.12,电子信息
天壕环境,300332,5.29,-1.49,59.73,83.43,1.38,2.0192,2.8,16.83,环保工程
银邦股份,300337,4.96,0.61,93.03,240.33,2.73,199.003,1.54,19.82,材料行业
润和软件,300339,18.38,-1.97,79.64,87.62,5.03,7.8241,5.57,76.86,软件服务
南大光电,300346,35.39,4.09,151.99,165.48,10.52,2.9741,20.97,58.84,材料行业
泰格医药,300347,186.2,4.51,83.3,92.84,9.89,0.7198,47.17,141.5,医疗行业
长亮科技,300348,17.81,-3.31,46.98,54.26,9.28,0.3816,8.09,61.37,软件服务
华鹏飞,300350,7.9,-3.07,30.34,86.93,8.41,2.9521,7.64,19.99,交运物流
永贵电器,300351,8.15,0.37,29.15,29.78,1.55,0.9848,2.91,89.11,交运设备
东华测试,300354,13.24,0.23,34.99,36.37,4.27,0.3592,8.58,67.83,仪器仪表
蒙草生态,300355,4.29,-1.83,26.54,29.65,1.7,0.0237,2.65,41.11,环保工程
楚天科技,300358,18.18,1,30.52,51.33,3.22,0.0329,2.44,8.7,医疗行业
全通教育,300359,5.87,0.69,67.36,74.37,5.52,8.2875,5.16,13.65,文教休闲
炬华科技,300360,7.73,-0.13,12.79,13.29,1.59,0.6633,3.37,27.25,仪器仪表
博腾股份,300363,72.48,3.9,108.24,121.56,11.35,1.2877,17.73,89.76,医药制造
中文在线,300364,6.45,0,257.01,95.89,3.28,17.714,4.57,23.77,文化传媒
汇金股份,300368,11.95,-0.58,84.48,98.51,7.17,1.6231,3.76,-13.15,专用设备
绿盟科技,300369,15.79,-1.44,39.83,41.86,3.91,0.882,6.04,29.38,软件服务
汇中股份,300371,12.06,-0.41,15.81,15.94,2.45,0.9906,4.62,23.34,仪器仪表
扬杰科技,300373,46.5,7.71,49.83,62.99,5.25,0.6571,7.76,62.98,电子元件
易事特,300376,6.97,7.73,34.22,35.52,2.78,2.4895,3.78,13.67,输配电气
鼎捷软件,300378,18.2,-0.82,31.34,39.92,3.2,1.6811,3.13,17.46,软件服务
东方通,300379,38.11,0.18,34.86,44.26,5.22,0.2025,14.15,76.55,软件服务
安硕信息,300380,17.46,-0.85,40.08,40.21,5.08,0.2417,3.56,-321.71,电子信息
溢多利,300381,9.3,0.32,27.07,28.18,1.52,1.0447,2.39,10.47,医药制造
光环新网,300383,14.95,0.2,25.19,25.27,2.44,2.3045,3.29,14.9,电信运营
富邦股份,300387,6.29,-0.16,35.71,26.43,1.47,2.5581,2.87,16.4,化工行业
节能国祯,300388,7.93,-1.49,15.97,16.72,1.5,10.7199,1.39,5.59,环保工程
天华超净,300390,44.43,11.97,67.34,90.55,18.79,0.1569,14.81,215.53,电子元件
康跃科技,300391,14.98,-0.93,58.46,207.27,6.28,15.4864,2.8,1633.76,机械行业
天孚通信,300394,48.37,2.72,34.66,37.6,4.75,0.4685,10.93,42.52,通讯行业
菲利华,300395,43.56,0.46,49.57,61.82,6.71,1.8411,14.46,67.08,玻璃陶瓷
迪瑞医疗,300396,21.98,-0.27,21.1,22.72,3.54,1.4463,6.3,28.52,医疗行业
天和防务,300397,14.76,0.07,75.95,68.71,4.74,4.6001,6.52,20.71,航天航空
天利科技,300399,11,-1.35,99.33,80.71,4.65,3.6992,4.71,124.1,电子信息
劲拓股份,300400,22.35,-1.15,43.93,44.18,7.61,0.0928,5.98,22.64,专用设备
宝色股份,300402,14.09,3.15,61.98,70.36,4.13,4.4729,2.51,20.19,专用设备
汉宇集团,300403,6.73,1.97,16.18,19.83,2.57,0.5961,3.93,19.01,机械行业
博济医药,300404,12.15,0.25,91.11,162.07,6.08,0.6957,9.34,26.2,医药制造
凯发电气,300407,6.67,-2.06,19.84,23.89,1.49,0.5694,1.01,12.39,仪器仪表
三环集团,300408,38.93,6.51,40.54,49.13,6.26,0.5207,15.05,53.7,电子元件
道氏技术,300409,14.61,2.89,65.91,134.05,2.21,0.6946,2.07,21.15,材料行业
迦南科技,300412,9.28,0.87,33.05,35.15,2.81,1.0567,2.19,41.44,医疗行业
芒果超媒,300413,69.62,1.89,54.47,62.53,10.91,0.69,8.11,91.08,文化传媒
伊之密,300415,17.24,-0.06,17.26,23.9,4.48,0.2021,2.4,13.17,机械行业
苏试试验,300416,18.99,0.9,35.62,40.58,5.36,0.7671,3.88,15.42,仪器仪表
昆仑万维,300418,18.59,0.22,4.53,4.37,2.1,0.0144,13.96,195.8,电子信息
浩丰科技,300419,6.27,-1.88,129.54,103.48,2.76,1.1357,3.21,52.24,电子信息
力星股份,300421,13.5,6.97,38.38,55.18,2.74,0.4343,3.77,29.25,金属制品
中建环能,300425,4.41,-1.12,16.95,17.59,1.58,2.0966,2.37,10.97,环保工程
蓝思科技,300433,28.5,-1.59,27.16,28.95,3.27,0.2703,3.38,20.31,材料行业
中泰股份,300435,11.82,1.11,20.27,22.79,1.9,0.1107,2.08,10.25,机械行业
广生堂,300436,34.3,-0.49,325.34,323.92,8.28,6.7738,12.64,394.68,医药制造
美康生物,300439,19.64,-1.26,35.93,25.12,3.27,0.364,3.14,9.13,医疗行业
运达科技,300440,8.38,-0.59,25.72,25.79,2.76,1.984,5.34,-63.83,电子信息
鲍斯股份,300441,10.26,0.59,42.49,68.42,4.8,0.1495,3.04,13.2,机械行业
金雷股份,300443,26.98,-1.28,11.92,13.52,2.45,0.0593,4.41,25.16,输配电气
双杰电气,300444,5.12,0.2,90.75,115.25,2.52,17.4194,2.93,12.35,输配电气
全信股份,300447,13.06,1.01,22.84,27.38,2.98,18.4261,4.57,-44.97,输配电气
汉邦高科,300449,7.45,1.64,85.53,46.58,2.45,8.1695,5.01,13.16,安防设备
先导智能,300450,57.69,3.5,95.82,109.12,14.4,380.5945,13.51,47.65,专用设备
创业慧康,300451,11.32,1.71,37.02,40.62,3.19,5.678,7.91,41.96,软件服务
山河药辅,300452,16.2,0.5,28.89,31.12,4.73,2.4533,5.05,30.76,医药制造
三鑫医疗,300453,15.02,0.13,43.03,51.19,7.21,0.4418,5.84,23.04,医疗行业
深信服,300454,257.9,1.91,117.67,131.86,16.35,11.2663,17.96,59.37,软件服务
康拓红外,300455,9.1,0.22,42.63,42.24,4.16,4.9753,5.7,-45.7,电子信息
赛微电子,300456,22.75,9.32,63.68,72.3,4.8,0.5914,18.09,64.93,电子元件
赢合科技,300457,21.45,0.37,232.57,73.06,2.64,15.9184,5.84,25.44,专用设备
全志科技,300458,57.5,11.8,71.81,92.95,7.83,1.0688,10.91,32.58,电子元件
金科文化,300459,3.34,0.3,15.39,15.6,3.97,0.4588,6.41,13.09,文化传媒
惠伦晶体,300460,17.59,4.95,68.61,240.32,8.04,3.7047,9.72,41.31,电子元件
田中精机,300461,20.57,6.64,27.58,31.22,15.78,0.1757,6.46,541.43,电子元件
迈克生物,300463,46.12,0.76,24.89,32.35,6.39,0.4151,6.04,23.16,医疗行业
星徽股份,300464,17.05,2.46,25.15,28.44,2.99,0.7295,1,47.05,金属制品
赛摩智能,300466,5.5,1.85,77.4,155.51,3.43,7.4297,4.7,1438.6,仪器仪表
迅游科技,300467,13.07,-2.17,84.41,79.09,3.45,30.8063,5.66,15.3,软件服务
景嘉微,300474,83.4,5.2,108.76,121.01,9.74,5.8121,33.58,150.08,航天航空
胜宏科技,300476,20.79,-1.14,27.08,31.15,4.13,2.2724,2.6,21.98,电子元件
光力科技,300480,20.4,2.77,81.89,85.7,6.52,16.1318,16.33,85.97,专用设备
濮阳惠成,300481,24.19,0.67,32.26,34.62,5.93,1.2953,6.02,202.17,化工行业
万孚生物,300482,71,4.17,45.68,49.83,10.87,0.7503,10.69,53.2,医药制造
首华燃气,300483,15.09,-2.33,39.58,37.61,1.45,0.7695,2.42,7.68,石油行业
蓝海华腾,300484,11.3,2.91,46.46,45.1,3.86,0.2125,5.67,15.29,输配电气
赛升药业,300485,13.85,3.36,38.81,43.07,2.34,8.982,4.83,26.1,医药制造
东杰智能,300486,15.35,0.33,38.92,40.18,2.77,2.3763,3.86,106.23,专用设备
中飞股份,300489,19.39,2.16,76.6,110.85,6.88,2.8276,4.93,-25.53,金属制品
通合科技,300491,12.9,0.55,37.85,49.97,2.9,0.4258,5.83,-191.11,输配电气
润欣科技,300493,7.13,2,68.96,77.05,4.53,0.9978,2.32,464.45,电子信息
盛天网络,300494,14.44,3.96,47.11,57.31,4.37,3.8864,3.57,26.2,电子信息
*ST美尚,300495,3.19,0.31,44.07,-,0.56,9.2614,1.53,18.63,园林工程
中科创达,300496,139.88,-2.33,121.61,133.47,13.35,1.1853,19.89,175.94,电子信息
富祥药业,300497,12.09,0.92,21.46,20.83,2.16,5.8535,4.37,19.84,医药制造
高澜股份,300499,8.01,1.01,26.84,27.53,2.66,0.4032,1.71,-17.74,专用设备
海顺新材,300501,18.22,0.05,23.35,27.71,3.36,0.3456,3.65,38.67,包装材料
新易盛,300502,47.96,1.18,31.7,35.32,4.88,0.2075,7.38,814.33,通讯行业
昊志机电,300503,11.86,-1.9,37.96,48.64,3.68,0.2693,3.77,19.99,机械行业
天邑股份,300504,17.44,4.87,38.68,42.33,2.43,13.7063,2.34,48.82,通讯行业
苏奥传感,300507,7.94,-1.49,31.67,32.65,3.04,0.5495,3.97,46.3,汽车行业
新美星,300509,6.28,-0.95,30,32.07,3.01,0.4811,2.6,11.04,机械行业
金冠股份,300510,5.92,-0.5,67.33,87.24,1.88,14.8439,5.8,70.05,输配电气
雪榕生物,300511,9.11,2.82,22.52,16.29,1.94,2.4386,1.86,9.16,农牧饲渔
三德科技,300515,9.73,1.88,26.67,28.18,3.48,0.3436,5.9,21.51,仪器仪表
久之洋,300516,27.61,-1.53,62.19,72.94,4.34,5.3526,6.47,30.67,电子元件
海波重科,300517,11.95,-3.4,26.92,44.23,2.77,0.1233,1.9,-34.81,工程建设
盛讯达,300518,65.9,0.3,55.12,45.39,7.48,0.3969,26.25,52.43,软件服务
新光药业,300519,16.78,1.08,24.26,27.13,3.1,4.5295,8.7,20.14,医药制造
世名科技,300522,18.13,-1.2,41.98,52.84,6.44,1.4127,9.13,61.91,化工行业
博思软件,300525,19.4,-0.82,44.95,47.41,5.62,0.5756,6.4,40.5,软件服务
健帆生物,300529,90.3,-1.75,74.63,83.06,23.5,1.2476,33.8,69.72,医疗行业
优博讯,300531,15.13,-2.39,36.29,42.07,3.17,0.2289,3.88,28.97,电子信息
今天国际,300532,8.71,-0.68,57.52,39.34,3.05,2.2857,2.57,-54.15,软件服务
陇神戎发,300534,6.21,-0.96,1038.89,1028.75,2.58,35.9355,7.35,24.07,医药制造
达威股份,300535,13.12,-0.98,18.54,23.98,1.64,0.3283,2.52,-39.14,化工行业
横河精密,300539,7.32,-1.74,75.43,111.97,3.27,1.1923,2.48,29.85,塑胶制品
深冷股份,300540,17.92,2.63,163.91,237.03,3.97,2.553,4.3,-37.83,机械行业
先进数通,300541,12.74,-3.04,25.24,28.27,3.81,0.2235,0.88,-10.94,软件服务
新晨科技,300542,11.38,-0.18,47.77,50.01,5.08,1.6461,2.9,19.61,软件服务
朗科智能,300543,12.68,-2.61,19.1,22.96,3.63,0.3396,1.71,73.88,电子信息
川环科技,300547,10.56,0.96,19.42,20.31,2.51,71.7247,3.09,21.42,塑胶制品
博创科技,300548,32.23,1.61,46.03,63.06,4.05,0.0292,6.35,142.48,通讯行业
优德精密,300549,16.5,-3.34,56.6,97.18,4.13,5.0014,6.32,84.74,专用设备
和仁科技,300550,18.24,0.66,72.05,80.03,3.13,11.3125,7.21,-170.14,软件服务
三超新材,300554,17.96,-3.44,72.11,83.93,3.21,0.7418,6.43,48.34,机械行业
丝路视觉,300556,17.05,2.22,29.79,33.16,3.06,0.2499,1.9,13.38,软件服务
理工光科,300557,25.4,0.67,86.06,105.95,2.95,5.9616,3.01,657.22,仪器仪表
贝达药业,300558,117.58,-0.71,77.9,80.12,11.32,0.4312,26.38,110.63,医药制造
佳发教育,300559,9.19,-0.22,19.54,17.45,3.65,7.9676,6.7,32.61,软件服务
中富通,300560,13.06,4.9,36.8,35.7,2.79,0.6684,3.84,-9.14,通讯行业
乐心医疗,300562,15.38,-0.84,42.27,47.05,3.12,0.2837,2.14,73.51,医疗行业
神宇股份,300563,14.71,-0.68,41.24,42.52,2.93,2.9339,3.64,53.78,电子元件
科信技术,300565,15.16,-4.65,92.52,253.8,4.57,1.959,3.24,-53.29,通讯行业
激智科技,300566,34.28,3.88,52.74,58.35,9.22,0.3678,5.14,57.78,电子元件
天能重工,300569,13.98,0.14,12.13,13.06,2.35,0.1813,1.63,11.59,输配电气
安车检测,300572,35.5,1.02,43.02,43.03,7.85,373.372,8.88,43.91,仪器仪表
兴齐眼药,300573,165.15,5.2,103.35,154.61,19,0.4944,16.73,81.37,医药制造
中旗股份,300575,25.06,-1.14,25.18,26.44,3.4,0.7409,2.73,18.21,农药兽药
容大感光,300576,36.5,1.11,104.11,120.81,12.38,1.9247,11.04,218.8,化工行业
会畅通讯,300578,28.9,8.16,37.43,41.75,3.8,1.2504,6.08,20.75,软件服务
数字认证,300579,35.85,-3.63,60.62,62.67,8.59,9.5296,7.34,76.06,软件服务
贝斯特,300580,19.73,0.31,19.25,22.34,2.29,3.6252,3.87,15.5,汽车行业
晨曦航空,300581,33.3,4.19,77.47,90.85,7.96,1.8196,19.03,643.23,航天航空
英飞特,300582,20.32,3.15,33.01,37.25,4.75,0.4597,5.22,43.89,电子元件
奥联电子,300585,12.57,1.37,48.03,63.7,3.66,1.2116,4.43,325.92,汽车行业
天铁股份,300587,18.81,0.37,23.64,32.69,3.97,0.4275,4.34,59.63,塑胶制品
江龙船艇,300589,24.03,1.31,128.92,139.8,13.05,50.8473,7.52,219.02,船舶制造
新雷能,300593,53.13,3.21,51.59,71.35,10.25,0.3429,8.58,-191.75,机械行业
朗进科技,300594,18.9,-0.58,22.15,19.57,1.86,3.4414,2.87,68.15,交运设备
欧普康视,300595,100.29,-0.51,159.93,196.88,44.93,3.1806,80.97,161.23,专用设备
利安隆,300596,41.17,-2.39,26.37,28.81,3.76,1.975,3.08,38.32,化工行业
康泰生物,300601,166,2.61,162.33,167.77,15.04,7.5686,48.26,337.92,医药制造
长川科技,300604,49.9,11.36,125.46,184.52,13.66,0.1114,15.89,4483.08,专用设备
金太阳,300606,17.64,0.28,24.62,23.12,3.26,1.5595,3.95,44.58,机械行业
拓斯达,300607,32.26,-0.49,18.75,16.52,3.82,0.1134,2.87,-521.79,机械行业
晨化股份,300610,12.2,0.16,15.33,18.74,2.57,0.3141,2.48,22.12,化工行业
美力科技,300611,9.41,-4.56,31.39,41.84,2.53,0.1651,2.24,48.12,交运设备
富瀚微,300613,153.35,11.93,133.44,140.05,8.95,9.4954,18.46,403.96,电子元件
安靠智电,300617,49.03,-0.45,39.41,47.91,6.86,0.3989,9.18,575.66,电力行业
寒锐钴业,300618,83.59,5.14,62.86,77.37,6.03,0.0176,9.31,-444.81,有色金属
光库科技,300620,45.34,2.12,64.76,83.1,3.45,19.2494,8.77,116.6,通讯行业
博士眼镜,300622,19.43,0.52,34.7,48.01,5.26,2.1839,4.38,22.67,商业百货
捷捷微电,300623,30.15,5.35,64.94,78.33,8.54,1.1478,18.17,79.44,电子元件
万兴科技,300624,49.66,-2.63,52.92,51.53,7.26,1.1978,6.25,37.3,软件服务
华测导航,300627,30.42,1.43,46.24,53.42,8.89,0.996,6.54,65.34,电子信息
亿联网络,300628,74.4,0.53,52.19,52.54,12.04,14.6311,23.59,65.03,通讯行业
普利制药,300630,53.6,2.98,52.22,57.49,10.73,1.3798,18.14,69.52,医药制造
久吾高科,300631,23.88,4.97,31.75,31.35,3.14,0.4499,4.82,84.85,专用设备
彩讯股份,300634,15.76,2.01,44.93,46.15,4.26,14.9444,8.48,61.36,软件服务
同和药业,300636,18.05,1.18,49.93,53.03,4.73,1.0601,7.8,41.66,医药制造
广和通,300638,37.75,-1.07,49.77,54.74,9.45,0.7183,5.04,41.99,通讯行业
凯普生物,300639,31.22,1.3,17.82,25.3,3.56,0.1061,5.06,32.1,医药制造
正丹股份,300641,7.18,2.72,50.69,81.76,2.52,5.6309,2.43,33.77,化工行业
万通智控,300643,10.59,-2.04,39.39,58.25,4.43,0.2482,2.57,16.5,汽车行业
南京聚隆,300644,34.4,-0.2,30.94,35.99,2.98,0.2905,1.61,-25.15,塑胶制品
超频三,300647,9.15,1.33,244.6,255.16,6.05,2.8101,6.08,-135.46,电子元件
星云股份,300648,31.97,3.53,59.07,82.89,4.74,0.0341,7.59,68.96,仪器仪表
正海生物,300653,73.91,5.28,62.06,74.95,12.84,6.333,25.3,62.06,医疗行业
晶瑞股份,300655,27.4,1.93,97.23,120.95,7.01,0.6259,7.42,152.2,化工行业
民德电子,300656,25.7,5.33,54.36,59.66,5.62,1.009,6.97,101.23,电子信息
延江股份,300658,20.4,-0.34,11.6,10.34,2.81,0.0491,1.93,14.07,纺织服装
中孚信息,300659,34.45,-2.13,30.05,32.3,5.07,0.174,7.22,49.33,软件服务
江苏雷利,300660,20.47,-3.85,17.28,19.45,2.03,0.8768,2,15.64,机械行业
圣邦股份,300661,272.25,1.6,127.58,147.52,27,1.8159,30.48,105.15,电子元件
科锐国际,300662,63.73,-0.47,58.61,62.53,10.63,2.4054,2.61,-117.36,文教休闲
科蓝软件,300663,22.33,-3.46,90.7,114.73,6.31,6.0877,6.35,-91.26,软件服务
鹏鹞环保,300664,6.86,-0.15,12.37,12.7,1.36,0.3629,2.23,19.81,环保工程
飞鹿股份,300665,8.38,-1.06,48.25,60.03,3.1,3.6521,2.28,69.65,化工行业
江丰电子,300666,43.57,1.75,66.08,66.46,8.96,0.4917,7.86,-724.09,材料行业
必创科技,300667,21.11,-0.14,65.69,82.92,3.65,0.9656,5.37,58.51,仪器仪表
大烨智能,300670,6.85,0.29,33.74,34.2,2.34,0.2937,3.81,12.64,输配电气
富满电子,300671,67.05,15.27,88.44,136.78,12.52,0.3774,13.72,-152.35,电子元件
国科微,300672,75.45,0.27,127.16,192.01,10.78,30.8789,12.45,65.82,电子元件
佩蒂股份,300673,36.55,3.69,49.08,54.04,3.79,0.336,4.37,74.71,食品饮料
宇信科技,300674,27.53,-2.27,27.01,25.13,4.87,0.2938,3.62,50.49,软件服务
建科院,300675,16.2,-1.46,47.31,54.16,4.86,4.1764,4.46,84.16,工程建设
华大基因,300676,123.37,0.01,20.63,24.43,6.05,0.0408,5.57,14.4,医药制造
英科医疗,300677,106.44,0.08,3.64,5.51,2.95,0.0006,1.95,3.39,医疗行业
电连技术,300679,42.25,7.7,33.56,44.15,3.22,0.5936,4.03,26.48,电子元件
隆盛科技,300680,29.95,1.84,59.63,80.46,5.15,0.5617,6.21,116.53,汽车行业
英搏尔,300681,33.29,0.97,126.04,191.28,4.29,2.1942,5.58,79.12,机械行业
中石科技,300684,19.19,0.05,27.2,28.66,3.13,0.4957,4.28,40.81,电子元件
艾德生物,300685,90.1,0.33,100.98,110.78,16.93,2.5835,24.62,84.95,医药制造
赛意信息,300687,18.87,-1.2,35.82,37.43,6.71,0.1527,4.32,47.22,软件服务
双一科技,300690,22.36,-2.14,11.25,11.54,2.78,0.0993,2.56,12.91,输配电气
中环环保,300692,7.56,-2.2,18.19,20.31,1.74,0.2451,3.12,-26.64,环保工程
盛弘股份,300693,18.38,0.38,31.24,35.56,4.81,0.3743,4.47,31.84,专用设备
爱乐达,300696,37.88,0.48,56.03,64.37,8.72,0.6662,24.23,-308.61,航天航空
光威复材,300699,69.52,0.61,52.33,56.16,9.34,2.1361,16,40.53,化工行业
